CUST_CODE,LastPurshaceDate,Recency,Freqyency,Monetary,R_tertile,F_tertile,M_tertile,RFM_Score,segment_name
CUST0000590555,2008-04-07,90,7,11.15,2,1,1,211,About to sleep
CUST0000591389,2008-04-02,95,2,0.56,2,2,3,223,potential Lotalist
CUST0000591629,2008-06-15,21,74,107.34,3,1,1,311,Recent customer
CUST0000591640,2008-04-12,85,4,9.649999999999999,2,2,2,222,Average
CUST0000592043,2007-11-24,225,1,9.11,1,3,2,132,Cannot Loose them
CUST0000592360,2008-06-25,11,8,83.81,3,1,1,311,Recent customer
CUST0000592956,2008-04-07,90,1,0.04,2,3,3,233,Loyal
CUST0000592982,2008-06-23,13,3,4.5,3,2,2,322,potential Lotalist
CUST0000593629,2008-07-06,0,4,12.21,3,2,1,321,Average
CUST0000593808,2008-02-07,150,2,2.05,1,2,2,122,About to sleep
CUST0000594020,2007-09-04,306,1,2.26,1,3,2,132,Cannot Loose them
CUST0000594607,2008-01-10,178,7,8.02,1,1,2,112,About to sleep
CUST0000595305,2008-06-06,30,2,5.09,2,2,2,222,Average
CUST0000596085,2007-12-23,196,1,2.47,1,3,2,132,Cannot Loose them
CUST0000596336,2008-05-25,42,1,0.8,2,3,3,233,Loyal
CUST0000596446,2008-05-21,46,1,0.86,2,3,3,233,Loyal
CUST0000596544,2008-06-19,17,5,5.8,3,2,2,322,potential Lotalist
CUST0000596888,2008-04-14,83,2,3.6399999999999997,2,2,2,222,Average
CUST0000597333,2008-05-29,38,8,10.71,2,1,1,211,About to sleep
CUST0000597337,2008-02-10,147,1,0.36,1,3,3,133,Cannot Loose them
CUST0000598136,2007-10-21,259,2,5.5600000000000005,1,2,2,122,About to sleep
CUST0000598256,2007-07-08,364,1,0.42,1,3,3,133,Cannot Loose them
CUST0000599687,2008-01-28,160,1,0.98,1,3,3,133,Cannot Loose them
CUST0000599963,2008-03-04,124,1,1.03,1,3,3,133,Cannot Loose them
CUST0000600989,2008-06-22,14,1,1.0,3,3,3,333,Campion
CUST0000601412,2008-03-27,101,1,1.49,2,3,3,233,Loyal
CUST0000602746,2008-05-31,36,9,17.13,2,1,1,211,About to sleep
CUST0000602918,2008-05-20,47,3,4.970000000000001,2,2,2,222,Average
CUST0000603024,2008-06-29,7,173,283.04,3,1,1,311,Recent customer
CUST0000603406,2008-06-27,9,23,41.25,3,1,1,311,Recent customer
CUST0000603483,2008-06-26,10,5,9.469999999999999,3,2,2,322,potential Lotalist
CUST0000604032,2007-08-11,330,1,2.06,1,3,2,132,Cannot Loose them
CUST0000604318,2008-06-11,25,6,15.379999999999999,2,2,1,221,About to sleep
CUST0000604353,2008-04-22,75,1,0.4,2,3,3,233,Loyal
CUST0000604697,2008-05-11,56,11,11.879999999999999,2,1,1,211,About to sleep
CUST0000605069,2007-07-31,341,1,0.72,1,3,3,133,Cannot Loose them
CUST0000605140,2007-09-18,292,1,1.38,1,3,3,133,Cannot Loose them
CUST0000605487,2008-06-12,24,1,0.55,2,3,3,233,Loyal
CUST0000605493,2008-06-21,15,60,96.67,3,1,1,311,Recent customer
CUST0000605738,2008-03-28,100,8,9.82,2,1,2,212,About to sleep
CUST0000607420,2008-04-23,74,6,6.99,2,2,2,222,Average
CUST0000608420,2007-12-19,200,1,0.97,1,3,3,133,Cannot Loose them
CUST0000608790,2008-05-19,48,2,4.48,2,2,2,222,Average
CUST0000609540,2008-06-30,6,47,62.88,3,1,1,311,Recent customer
CUST0000609712,2008-05-27,40,1,0.87,2,3,3,233,Loyal
CUST0000609804,2008-01-01,187,1,0.83,1,3,3,133,Cannot Loose them
CUST0000612841,2008-07-01,5,7,7.83,3,1,2,312,Recent customer
CUST0000613062,2008-06-21,15,10,13.74,3,1,1,311,Recent customer
CUST0000613655,2008-01-09,179,1,2.61,1,3,2,132,Cannot Loose them
CUST0000613822,2008-03-17,111,1,0.98,1,3,3,133,Cannot Loose them
CUST0000614639,2008-03-29,99,1,1.4,2,3,3,233,Loyal
CUST0000614723,2007-07-25,347,1,2.46,1,3,2,132,Cannot Loose them
CUST0000614952,2008-05-08,59,15,24.5,2,1,1,211,About to sleep
CUST0000615249,2008-04-27,70,8,10.74,2,1,1,211,About to sleep
CUST0000615547,2008-07-01,5,24,33.58,3,1,1,311,Recent customer
CUST0000615840,2007-09-11,299,1,9.48,1,3,2,132,Cannot Loose them
CUST0000615985,2008-04-22,75,3,2.43,2,2,2,222,Average
CUST0000616217,2008-07-01,5,11,25.310000000000002,3,1,1,311,Recent customer
CUST0000616429,2007-11-23,226,1,3.09,1,3,2,132,Cannot Loose them
CUST0000618042,2008-06-30,6,1,1.54,3,3,3,333,Campion
CUST0000618095,2007-07-28,344,1,0.31,1,3,3,133,Cannot Loose them
CUST0000618211,2008-06-25,11,125,287.25,3,1,1,311,Recent customer
CUST0000619158,2007-10-30,250,1,10.14,1,3,1,131,About to sleep
CUST0000619164,2008-02-12,145,1,1.76,1,3,3,133,Cannot Loose them
CUST0000620309,2008-05-25,42,2,2.24,2,2,2,222,Average
CUST0000622502,2008-06-30,6,34,51.83,3,1,1,311,Recent customer
CUST0000622514,2008-03-07,121,1,1.21,1,3,3,133,Cannot Loose them
CUST0000622535,2008-07-01,5,122,230.13,3,1,1,311,Recent customer
CUST0000623007,2007-09-19,291,1,10.14,1,3,1,131,About to sleep
CUST0000623317,2007-07-30,342,1,0.93,1,3,3,133,Cannot Loose them
CUST0000623649,2008-01-07,181,2,1.0499999999999998,1,2,3,123,Cannot Loose them
CUST0000623730,2008-06-20,16,22,24.24,3,1,1,311,Recent customer
CUST0000623778,2007-08-09,332,1,1.1,1,3,3,133,Cannot Loose them
CUST0000623923,2008-06-12,24,1,0.73,2,3,3,233,Loyal
CUST0000624342,2008-06-28,8,26,39.15,3,1,1,311,Recent customer
CUST0000624930,2008-01-20,168,1,0.25,1,3,3,133,Cannot Loose them
CUST0000625493,2008-03-31,97,10,19.58,2,1,1,211,About to sleep
CUST0000625521,2008-07-02,4,45,63.97,3,1,1,311,Recent customer
CUST0000626491,2008-02-28,129,3,4.5600000000000005,1,2,2,122,About to sleep
CUST0000626776,2008-01-07,181,2,2.7800000000000002,1,2,2,122,About to sleep
CUST0000626795,2008-06-22,14,11,13.52,3,1,1,311,Recent customer
CUST0000626994,2007-09-01,309,2,3.18,1,2,2,122,About to sleep
CUST0000627121,2008-07-03,3,6,7.279999999999999,3,2,2,322,potential Lotalist
CUST0000627420,2008-04-29,68,12,13.78,2,1,1,211,About to sleep
CUST0000627864,2008-02-24,133,1,0.54,1,3,3,133,Cannot Loose them
CUST0000628115,2008-06-25,11,2,1.99,3,2,3,323,Loyal
CUST0000629598,2008-07-06,0,1,0.5,3,3,3,333,Campion
CUST0000629674,2008-06-14,22,4,4.38,3,2,2,322,potential Lotalist
CUST0000629707,2008-05-21,46,2,3.68,2,2,2,222,Average
CUST0000629745,2008-03-19,109,6,6.67,2,2,2,222,Average
CUST0000629928,2008-06-25,11,18,26.240000000000002,3,1,1,311,Recent customer
CUST0000630040,2008-05-15,52,1,0.28,2,3,3,233,Loyal
CUST0000630849,2007-09-22,288,3,4.08,1,2,2,122,About to sleep
CUST0000631617,2008-06-10,26,33,42.32,2,1,1,211,About to sleep
CUST0000631687,2007-09-08,302,1,0.87,1,3,3,133,Cannot Loose them
CUST0000631886,2008-06-18,18,2,1.68,3,2,3,323,Loyal
CUST0000631911,2008-05-15,52,3,2.4699999999999998,2,2,2,222,Average
CUST0000632222,2008-04-19,78,6,19.43,2,2,1,221,About to sleep
CUST0000632621,2008-04-12,85,3,5.23,2,2,2,222,Average
CUST0000632878,2008-01-16,172,1,0.8,1,3,3,133,Cannot Loose them
CUST0000633237,2008-07-03,3,2,135.24,3,2,1,321,Average
CUST0000633617,2008-06-28,8,14,29.759999999999998,3,1,1,311,Recent customer
CUST0000633704,2008-02-26,131,1,3.83,1,3,2,132,Cannot Loose them
CUST0000633906,2008-07-06,0,225,329.8,3,1,1,311,Recent customer
CUST0000633908,2008-06-12,24,4,10.040000000000001,2,2,1,221,About to sleep
CUST0000633979,2008-04-18,79,1,0.27,2,3,3,233,Loyal
CUST0000634066,2008-07-02,4,16,29.7,3,1,1,311,Recent customer
CUST0000634652,2008-06-17,19,12,13.02,3,1,1,311,Recent customer
CUST0000634688,2008-06-18,18,43,88.61,3,1,1,311,Recent customer
CUST0000634693,2008-06-26,10,13,25.86,3,1,1,311,Recent customer
CUST0000634764,2008-05-28,39,3,4.59,2,2,2,222,Average
CUST0000634884,2007-11-30,219,1,0.81,1,3,3,133,Cannot Loose them
CUST0000635457,2008-06-26,10,23,54.57,3,1,1,311,Recent customer
CUST0000636010,2007-10-25,255,1,1.21,1,3,3,133,Cannot Loose them
CUST0000636909,2008-04-29,68,1,0.35,2,3,3,233,Loyal
CUST0000637773,2008-05-10,57,3,3.6799999999999997,2,2,2,222,Average
CUST0000638110,2007-09-26,284,1,0.76,1,3,3,133,Cannot Loose them
CUST0000638194,2007-12-12,207,1,0.35,1,3,3,133,Cannot Loose them
CUST0000638261,2008-07-05,1,15,29.89,3,1,1,311,Recent customer
CUST0000638798,2008-06-14,22,64,104.25,3,1,1,311,Recent customer
CUST0000638824,2008-07-03,3,14,19.58,3,1,1,311,Recent customer
CUST0000639364,2008-05-19,48,6,5.96,2,2,2,222,Average
CUST0000639623,2008-01-23,165,1,2.13,1,3,2,132,Cannot Loose them
CUST0000639933,2007-09-16,294,1,1.14,1,3,3,133,Cannot Loose them
CUST0000640090,2008-04-18,79,6,7.12,2,2,2,222,Average
CUST0000640319,2007-07-24,348,1,1.52,1,3,3,133,Cannot Loose them
CUST0000640479,2008-03-04,124,1,1.46,1,3,3,133,Cannot Loose them
CUST0000640774,2008-03-28,100,1,3.6,2,3,2,232,Loyal
CUST0000641589,2008-05-29,38,7,24.57,2,1,1,211,About to sleep
CUST0000642685,2008-01-16,172,1,0.51,1,3,3,133,Cannot Loose them
CUST0000642917,2007-11-21,228,3,11.080000000000002,1,2,1,121,About to sleep
CUST0000644153,2008-07-05,1,71,88.03,3,1,1,311,Recent customer
CUST0000644348,2008-03-14,114,7,6.63,1,1,2,112,About to sleep
CUST0000644461,2008-06-24,12,4,4.13,3,2,2,322,potential Lotalist
CUST0000644466,2008-06-13,23,19,27.06,3,1,1,311,Recent customer
CUST0000644706,2007-09-07,303,1,0.98,1,3,3,133,Cannot Loose them
CUST0000644893,2008-07-02,4,74,101.39,3,1,1,311,Recent customer
CUST0000645048,2008-02-18,139,3,3.56,1,2,2,122,About to sleep
CUST0000645137,2008-03-01,127,2,1.76,1,2,3,123,Cannot Loose them
CUST0000645266,2008-05-27,40,1,2.26,2,3,2,232,Loyal
CUST0000645878,2007-07-13,359,2,3.1799999999999997,1,2,2,122,About to sleep
CUST0000646254,2007-12-04,215,1,1.42,1,3,3,133,Cannot Loose them
CUST0000646774,2008-06-22,14,1,0.28,3,3,3,333,Campion
CUST0000646780,2008-04-11,86,3,2.14,2,2,2,222,Average
CUST0000647012,2008-06-04,32,7,8.42,2,1,2,212,About to sleep
CUST0000647329,2007-09-26,284,3,3.56,1,2,2,122,About to sleep
CUST0000647611,2007-09-30,280,1,0.98,1,3,3,133,Cannot Loose them
CUST0000648553,2008-03-16,112,2,1.36,1,2,3,123,Cannot Loose them
CUST0000648578,2008-07-01,5,9,12.23,3,1,1,311,Recent customer
CUST0000648943,2008-04-22,75,11,13.91,2,1,1,211,About to sleep
CUST0000649464,2008-06-25,11,5,8.97,3,2,2,322,potential Lotalist
CUST0000649664,2007-11-02,247,1,0.68,1,3,3,133,Cannot Loose them
CUST0000649717,2008-06-09,27,13,24.01,2,1,1,211,About to sleep
CUST0000649952,2008-06-02,34,1,2.32,2,3,2,232,Loyal
CUST0000650245,2008-05-12,55,3,6.74,2,2,2,222,Average
CUST0000650366,2008-01-02,186,2,2.51,1,2,2,122,About to sleep
CUST0000650619,2007-08-26,315,1,1.41,1,3,3,133,Cannot Loose them
CUST0000650730,2008-04-04,93,1,2.84,2,3,2,232,Loyal
CUST0000651737,2007-12-28,191,1,1.0,1,3,3,133,Cannot Loose them
CUST0000652069,2008-04-21,76,4,5.46,2,2,2,222,Average
CUST0000652732,2008-07-05,1,22,30.23,3,1,1,311,Recent customer
CUST0000652745,2008-06-25,11,11,44.379999999999995,3,1,1,311,Recent customer
CUST0000653126,2008-06-11,25,66,72.41,2,1,1,211,About to sleep
CUST0000654250,2007-08-18,323,2,24.330000000000002,1,2,1,121,About to sleep
CUST0000654538,2008-06-24,12,48,72.69,3,1,1,311,Recent customer
CUST0000654710,2008-05-16,51,2,0.84,2,2,3,223,potential Lotalist
CUST0000654988,2008-05-28,39,4,10.649999999999999,2,2,1,221,About to sleep
CUST0000655120,2008-01-02,186,1,0.44,1,3,3,133,Cannot Loose them
CUST0000657020,2008-06-29,7,13,11.53,3,1,1,311,Recent customer
CUST0000657716,2008-02-16,141,1,0.4,1,3,3,133,Cannot Loose them
CUST0000657875,2008-06-01,35,3,2.05,2,2,2,222,Average
CUST0000657893,2007-09-03,307,1,0.25,1,3,3,133,Cannot Loose them
CUST0000657952,2008-06-27,9,12,13.9,3,1,1,311,Recent customer
CUST0000658030,2008-06-14,22,14,24.6,3,1,1,311,Recent customer
CUST0000658032,2008-05-17,50,1,2.55,2,3,2,232,Loyal
CUST0000658290,2008-05-24,43,23,45.839999999999996,2,1,1,211,About to sleep
CUST0000658460,2008-06-21,15,4,4.67,3,2,2,322,potential Lotalist
CUST0000658602,2008-03-29,99,2,2.4699999999999998,2,2,2,222,Average
CUST0000658654,2007-10-22,258,4,2.18,1,2,2,122,About to sleep
CUST0000659089,2007-10-03,277,3,5.43,1,2,2,122,About to sleep
CUST0000659438,2008-02-02,155,3,5.42,1,2,2,122,About to sleep
CUST0000659646,2008-04-18,79,9,23.34,2,1,1,211,About to sleep
CUST0000659920,2008-06-07,29,3,2.28,2,2,2,222,Average
CUST0000659991,2007-11-26,223,1,1.57,1,3,3,133,Cannot Loose them
CUST0000660556,2008-05-18,49,11,15.79,2,1,1,211,About to sleep
CUST0000661427,2008-06-28,8,91,233.21,3,1,1,311,Recent customer
CUST0000661697,2007-10-02,278,1,1.42,1,3,3,133,Cannot Loose them
CUST0000662370,2008-06-13,23,20,42.62,3,1,1,311,Recent customer
CUST0000662414,2008-06-13,23,10,22.73,3,1,1,311,Recent customer
CUST0000662600,2008-04-04,93,25,36.57,2,1,1,211,About to sleep
CUST0000663246,2008-06-07,29,15,31.45,2,1,1,211,About to sleep
CUST0000663402,2008-03-13,115,4,6.99,1,2,2,122,About to sleep
CUST0000663598,2008-06-13,23,3,3.5300000000000002,3,2,2,322,potential Lotalist
CUST0000664023,2008-02-02,155,2,2.9299999999999997,1,2,2,122,About to sleep
CUST0000664430,2008-04-19,78,2,10.92,2,2,1,221,About to sleep
CUST0000664592,2008-06-30,6,3,3.0,3,2,2,322,potential Lotalist
CUST0000664742,2008-06-23,13,53,86.42,3,1,1,311,Recent customer
CUST0000665285,2008-06-30,6,4,1.81,3,2,3,323,Loyal
CUST0000665351,2008-05-07,60,4,4.77,2,2,2,222,Average
CUST0000665507,2008-06-15,21,5,11.19,3,2,1,321,Average
CUST0000665754,2007-10-16,264,2,4.46,1,2,2,122,About to sleep
CUST0000666036,2008-06-30,6,1,0.94,3,3,3,333,Campion
CUST0000666226,2008-07-01,5,18,24.349999999999998,3,1,1,311,Recent customer
CUST0000666571,2007-12-23,196,1,1.13,1,3,3,133,Cannot Loose them
CUST0000666576,2007-11-01,248,3,6.62,1,2,2,122,About to sleep
CUST0000666899,2008-07-05,1,40,146.16,3,1,1,311,Recent customer
CUST0000667098,2007-08-06,335,1,1.05,1,3,3,133,Cannot Loose them
CUST0000667142,2007-11-01,248,1,0.31,1,3,3,133,Cannot Loose them
CUST0000667603,2007-11-23,226,1,0.32,1,3,3,133,Cannot Loose them
CUST0000667702,2007-08-11,330,1,0.24,1,3,3,133,Cannot Loose them
CUST0000667919,2008-07-05,1,146,241.65,3,1,1,311,Recent customer
CUST0000668156,2007-11-11,238,1,0.75,1,3,3,133,Cannot Loose them
CUST0000668781,2008-05-05,62,1,0.64,2,3,3,233,Loyal
CUST0000669376,2008-05-03,64,5,10.66,2,2,1,221,About to sleep
CUST0000669614,2008-07-03,3,55,71.5,3,1,1,311,Recent customer
CUST0000669757,2008-06-15,21,6,5.71,3,2,2,322,potential Lotalist
CUST0000670206,2007-12-20,199,1,0.53,1,3,3,133,Cannot Loose them
CUST0000670321,2008-02-14,143,2,1.96,1,2,3,123,Cannot Loose them
CUST0000670422,2008-06-06,30,1,1.54,2,3,3,233,Loyal
CUST0000670645,2008-06-02,34,1,0.99,2,3,3,233,Loyal
CUST0000670886,2008-03-25,103,10,12.25,2,1,1,211,About to sleep
CUST0000670922,2008-07-03,3,53,92.45,3,1,1,311,Recent customer
CUST0000671293,2008-06-25,11,40,52.97,3,1,1,311,Recent customer
CUST0000672477,2008-05-16,51,1,4.23,2,3,2,232,Loyal
CUST0000672790,2007-09-17,293,2,4.029999999999999,1,2,2,122,About to sleep
CUST0000673289,2008-05-22,45,1,0.92,2,3,3,233,Loyal
CUST0000673735,2008-06-13,23,52,87.38,3,1,1,311,Recent customer
CUST0000674139,2008-06-29,7,1,1.55,3,3,3,333,Campion
CUST0000674164,2008-05-08,59,15,209.07,2,1,1,211,About to sleep
CUST0000674701,2007-12-23,196,1,0.25,1,3,3,133,Cannot Loose them
CUST0000674741,2008-06-07,29,16,26.09,2,1,1,211,About to sleep
CUST0000675429,2008-04-29,68,3,4.640000000000001,2,2,2,222,Average
CUST0000676250,2007-11-08,241,4,3.1,1,2,2,122,About to sleep
CUST0000676683,2008-06-25,11,7,13.53,3,1,1,311,Recent customer
CUST0000676953,2007-10-16,264,1,1.87,1,3,3,133,Cannot Loose them
CUST0000677285,2008-03-31,97,6,8.59,2,2,2,222,Average
CUST0000677659,2008-02-29,128,1,0.43,1,3,3,133,Cannot Loose them
CUST0000677763,2007-08-06,335,1,0.8,1,3,3,133,Cannot Loose them
CUST0000678391,2008-02-09,148,3,2.98,1,2,2,122,About to sleep
CUST0000679573,2008-04-29,68,5,5.43,2,2,2,222,Average
CUST0000679785,2007-08-02,339,1,0.79,1,3,3,133,Cannot Loose them
CUST0000680107,2007-08-18,323,1,0.98,1,3,3,133,Cannot Loose them
CUST0000680280,2008-04-26,71,5,13.6,2,2,1,221,About to sleep
CUST0000681827,2008-02-03,154,1,0.5,1,3,3,133,Cannot Loose them
CUST0000681996,2008-05-31,36,2,1.96,2,2,3,223,potential Lotalist
CUST0000682174,2008-03-26,102,2,4.01,2,2,2,222,Average
CUST0000682255,2007-07-08,364,1,0.69,1,3,3,133,Cannot Loose them
CUST0000682944,2008-05-03,64,1,0.92,2,3,3,233,Loyal
CUST0000683141,2007-12-01,218,3,2.67,1,2,2,122,About to sleep
CUST0000683420,2007-11-11,238,3,0.05,1,2,3,123,Cannot Loose them
CUST0000683859,2008-06-13,23,3,6.17,3,2,2,322,potential Lotalist
CUST0000684114,2008-04-27,70,7,5.51,2,1,2,212,About to sleep
CUST0000684293,2008-06-09,27,1,0.21,2,3,3,233,Loyal
CUST0000685904,2007-12-29,190,2,0.52,1,2,3,123,Cannot Loose them
CUST0000685976,2007-07-27,345,1,0.97,1,3,3,133,Cannot Loose them
CUST0000686475,2008-05-20,47,13,20.11,2,1,1,211,About to sleep
CUST0000687297,2008-02-20,137,3,4.82,1,2,2,122,About to sleep
CUST0000687519,2008-06-22,14,50,53.629999999999995,3,1,1,311,Recent customer
CUST0000688013,2008-07-05,1,9,12.56,3,1,1,311,Recent customer
CUST0000688494,2007-10-25,255,1,0.33,1,3,3,133,Cannot Loose them
CUST0000688682,2008-06-09,27,9,10.87,2,1,1,211,About to sleep
CUST0000688786,2008-06-02,34,1,2.01,2,3,3,233,Loyal
CUST0000689094,2008-04-18,79,3,3.1999999999999997,2,2,2,222,Average
CUST0000689242,2007-08-21,320,2,4.38,1,2,2,122,About to sleep
CUST0000689538,2008-05-11,56,2,6.66,2,2,2,222,Average
CUST0000689662,2007-07-06,366,1,0.84,1,3,3,133,Cannot Loose them
CUST0000689979,2008-06-19,17,6,7.63,3,2,2,322,potential Lotalist
CUST0000690177,2008-01-30,158,1,2.38,1,3,2,132,Cannot Loose them
CUST0000690490,2008-03-22,106,2,2.79,2,2,2,222,Average
CUST0000690971,2008-06-30,6,9,11.83,3,1,1,311,Recent customer
CUST0000691367,2008-06-06,30,5,20.47,2,2,1,221,About to sleep
CUST0000691438,2008-07-03,3,1,2.38,3,3,2,332,Loyal
CUST0000691573,2008-06-19,17,25,27.47,3,1,1,311,Recent customer
CUST0000691819,2007-11-30,219,1,0.17,1,3,3,133,Cannot Loose them
CUST0000692025,2008-06-24,12,19,11.69,3,1,1,311,Recent customer
CUST0000692117,2008-05-11,56,3,7.68,2,2,2,222,Average
CUST0000692529,2007-11-21,228,2,1.48,1,2,3,123,Cannot Loose them
CUST0000692750,2008-07-02,4,8,8.73,3,1,2,312,Recent customer
CUST0000693648,2008-05-02,65,3,2.21,2,2,2,222,Average
CUST0000694287,2008-06-26,10,1,1.27,3,3,3,333,Campion
CUST0000694668,2008-06-30,6,225,354.87,3,1,1,311,Recent customer
CUST0000695171,2007-10-18,262,1,0.41,1,3,3,133,Cannot Loose them
CUST0000695518,2008-03-22,106,3,2.18,2,2,2,222,Average
CUST0000695999,2008-05-05,62,11,12.01,2,1,1,211,About to sleep
CUST0000696111,2008-07-04,2,119,160.28,3,1,1,311,Recent customer
CUST0000696402,2007-10-31,249,1,7.67,1,3,2,132,Cannot Loose them
CUST0000696475,2008-05-12,55,3,5.37,2,2,2,222,Average
CUST0000696505,2008-05-16,51,2,2.4,2,2,2,222,Average
CUST0000696991,2008-02-24,133,1,1.35,1,3,3,133,Cannot Loose them
CUST0000698354,2007-07-25,347,3,3.45,1,2,2,122,About to sleep
CUST0000698926,2008-06-26,10,39,40.14,3,1,1,311,Recent customer
CUST0000699659,2007-12-06,213,1,1.14,1,3,3,133,Cannot Loose them
CUST0000699774,2008-04-22,75,15,24.78,2,1,1,211,About to sleep
CUST0000700763,2008-05-15,52,2,3.17,2,2,2,222,Average
CUST0000700826,2008-05-28,39,6,13.75,2,2,1,221,About to sleep
CUST0000701067,2008-06-30,6,85,60.99,3,1,1,311,Recent customer
CUST0000702030,2008-07-03,3,3,2.59,3,2,2,322,potential Lotalist
CUST0000702038,2008-04-02,95,3,2.01,2,2,3,223,potential Lotalist
CUST0000702501,2007-09-30,280,2,2.42,1,2,2,122,About to sleep
CUST0000702927,2007-08-10,331,1,3.34,1,3,2,132,Cannot Loose them
CUST0000703024,2008-04-03,94,2,2.5300000000000002,2,2,2,222,Average
CUST0000703478,2008-03-15,113,7,21.43,1,1,1,111,Lost Customer
CUST0000703766,2008-04-15,82,1,0.27,2,3,3,233,Loyal
CUST0000704959,2008-07-06,0,28,39.92,3,1,1,311,Recent customer
CUST0000705667,2007-12-22,197,3,1.8599999999999999,1,2,3,123,Cannot Loose them
CUST0000706167,2008-05-28,39,1,0.35,2,3,3,233,Loyal
CUST0000706249,2008-06-05,31,6,10.370000000000001,2,2,1,221,About to sleep
CUST0000706608,2008-07-04,2,82,94.33,3,1,1,311,Recent customer
CUST0000706864,2008-06-08,28,2,1.46,2,2,3,223,potential Lotalist
CUST0000707184,2007-10-31,249,1,0.72,1,3,3,133,Cannot Loose them
CUST0000707553,2008-07-04,2,34,35.18,3,1,1,311,Recent customer
CUST0000707688,2007-12-24,195,1,1.04,1,3,3,133,Cannot Loose them
CUST0000708150,2008-06-14,22,2,3.42,3,2,2,322,potential Lotalist
CUST0000708634,2008-02-26,131,3,5.359999999999999,1,2,2,122,About to sleep
CUST0000708862,2008-03-14,114,1,0.28,1,3,3,133,Cannot Loose them
CUST0000709464,2008-05-29,38,11,12.58,2,1,1,211,About to sleep
CUST0000709487,2008-06-27,9,2,2.1,3,2,2,322,potential Lotalist
CUST0000709510,2007-10-18,262,3,2.2,1,2,2,122,About to sleep
CUST0000709576,2008-06-01,35,1,1.52,2,3,3,233,Loyal
CUST0000709994,2008-06-20,16,5,9.74,3,2,2,322,potential Lotalist
CUST0000710105,2008-03-01,127,2,3.89,1,2,2,122,About to sleep
CUST0000710649,2008-04-04,93,6,16.09,2,2,1,221,About to sleep
CUST0000710863,2008-07-01,5,39,77.82,3,1,1,311,Recent customer
CUST0000711147,2008-05-24,43,5,3.94,2,2,2,222,Average
CUST0000711331,2008-06-13,23,6,7.0600000000000005,3,2,2,322,potential Lotalist
CUST0000711437,2008-05-02,65,3,9.42,2,2,2,222,Average
CUST0000711533,2008-07-02,4,62,113.19,3,1,1,311,Recent customer
CUST0000711746,2008-06-16,20,28,78.16,3,1,1,311,Recent customer
CUST0000711835,2008-06-24,12,35,35.77,3,1,1,311,Recent customer
CUST0000712389,2007-09-09,301,1,2.49,1,3,2,132,Cannot Loose them
CUST0000712981,2008-03-25,103,5,10.83,2,2,1,221,About to sleep
CUST0000713077,2007-08-15,326,1,0.91,1,3,3,133,Cannot Loose them
CUST0000713276,2008-04-15,82,5,13.16,2,2,1,221,About to sleep
CUST0000715152,2008-07-06,0,5,3.79,3,2,2,322,potential Lotalist
CUST0000716845,2008-07-02,4,4,8.82,3,2,2,322,potential Lotalist
CUST0000717833,2008-02-13,144,1,0.67,1,3,3,133,Cannot Loose them
CUST0000718942,2008-06-26,10,15,17.45,3,1,1,311,Recent customer
CUST0000719069,2008-06-02,34,1,1.09,2,3,3,233,Loyal
CUST0000719149,2008-06-24,12,29,56.019999999999996,3,1,1,311,Recent customer
CUST0000719547,2008-06-05,31,5,5.75,2,2,2,222,Average
CUST0000719925,2008-07-01,5,10,7.29,3,1,2,312,Recent customer
CUST0000720050,2008-02-16,141,1,0.39,1,3,3,133,Cannot Loose them
CUST0000720862,2008-06-25,11,37,70.59,3,1,1,311,Recent customer
CUST0000721182,2008-07-05,1,44,74.29,3,1,1,311,Recent customer
CUST0000721219,2008-06-07,29,15,16.04,2,1,1,211,About to sleep
CUST0000722362,2008-06-18,18,6,9.67,3,2,2,322,potential Lotalist
CUST0000723290,2008-04-17,80,3,11.89,2,2,1,221,About to sleep
CUST0000723331,2008-06-30,6,1,0.94,3,3,3,333,Campion
CUST0000723601,2008-03-10,118,2,1.37,1,2,3,123,Cannot Loose them
CUST0000723680,2008-06-29,7,45,202.46,3,1,1,311,Recent customer
CUST0000723885,2008-01-23,165,2,3.08,1,2,2,122,About to sleep
CUST0000723950,2007-11-03,246,3,4.21,1,2,2,122,About to sleep
CUST0000724166,2008-07-05,1,3,2.73,3,2,2,322,potential Lotalist
CUST0000724403,2008-06-26,10,1,0.91,3,3,3,333,Campion
CUST0000724917,2008-04-22,75,4,6.77,2,2,2,222,Average
CUST0000725312,2008-04-10,87,2,1.3599999999999999,2,2,3,223,potential Lotalist
CUST0000725682,2008-06-25,11,2,3.13,3,2,2,322,potential Lotalist
CUST0000726145,2008-03-29,99,1,0.97,2,3,3,233,Loyal
CUST0000726742,2008-03-19,109,2,2.21,2,2,2,222,Average
CUST0000727069,2008-04-07,90,1,12.2,2,3,1,231,Average
CUST0000728610,2008-06-14,22,19,36.01,3,1,1,311,Recent customer
CUST0000728732,2008-03-06,122,6,6.03,1,2,2,122,About to sleep
CUST0000729395,2008-07-03,3,17,22.47,3,1,1,311,Recent customer
CUST0000729646,2008-06-28,8,13,25.19,3,1,1,311,Recent customer
CUST0000729834,2008-05-18,49,3,1.8900000000000001,2,2,3,223,potential Lotalist
CUST0000731575,2007-07-06,366,1,4.41,1,3,2,132,Cannot Loose them
CUST0000731776,2008-01-15,173,1,0.92,1,3,3,133,Cannot Loose them
CUST0000731822,2008-04-27,70,2,5.81,2,2,2,222,Average
